GivenName,Surname,StreetAddress,City,ZipCode,CCType,CCNumber,CVV2,CCExpires,Birthday
Rikard,Mayer,Izabella u. 19.,Bánd,8443,MasterCard,5435115582877288,524,1/2019,4/9/1981
Margo,Petheô,Teréz krt. 17.,Sárszentmihály,8143,MasterCard,5449134346316750,619,9/2019,9/5/1932
Bence,Taar,Erzsébet krt. 99.,Rácalmás,2458,Visa,4716509602809078,875,6/2019,1/14/1954
Mór,Berényi,Kossuth Lajos u. 57.,Orfû,7677,MasterCard,5235307746414494,843,5/2019,3/8/1938
Áron,Gáspár,Victor Hugo u. 38.,Csénye,9611,Visa,4485148715076470,144,10/2018,3/22/1932
Ktisztina,Balázs,Izabella u. 53.,Rezi,8373,Visa,4485568564677054,288,3/2018,4/27/1995
Natália,Pálfy,Kis Diófa u. 50.,Apátistvánfalva,9982,MasterCard,5402183934280717,557,4/2015,1/12/1949
Boriska,Boros,Csabai kapu 7.,Budapest,1093,MasterCard,5252014748903585,348,4/2019,11/12/1971
Kat,Pálfi,Dózsa György út 42.,Ónod,3551,Visa,4929569960058042,909,5/2015,6/10/1964
Ladomér,Végh,Nagytétényi út 28.,Szeged,6771,MasterCard,5454005556808961,786,7/2017,6/15/1990
Agi,Sáry,Bem rkp. 21.,Litka,3866,Visa,4532703889754899,574,1/2017,11/29/1935
Boldizsar,Sághy,Eötvös út 80.,Ráksi,7464,Visa,4556500787173979,978,6/2018,6/15/1947
Jucika,Maier,Bécsi utca 83.,Ásványráró,9177,MasterCard,5524713169337270,736,7/2015,2/5/1992
Juci,Gyôrfi,Wesselényi u. 90.,Dénesfa,9365,MasterCard,5392232565945924,315,8/2019,11/28/1946
Odon,Papp,Bem rakpart 48.,Benk,4643,MasterCard,5142421135316822,568,3/2018,4/27/1988
Gazsi,Földy,Kálmán Imre u. 81.,Zalaszabar,8743,MasterCard,5105525273145051,196,4/2016,9/6/1993
Kadosa,Salamon,Agip u. 38.,Marócsa,7960,MasterCard,5188306157991153,774,9/2018,12/6/1976
Gitta,Rác,Veres Pálné u. 74.,Kondoros,5553,Visa,4556455423051818,686,8/2018,6/28/1939
Gabriella,Bálint,Hegedûs Gyula utca 23.,Letkés,2632,Visa,4716581571979182,621,9/2019,3/30/1981
Rókus,Saági,Kálmán Imre u. 5.,Esztergályhorváti,8742,Visa,4929225617592418,411,5/2018,11/20/1983
Orsolya,Király,Victor Hugo u. 57.,Zsédeny,9631,Visa,4716559170064044,669,4/2017,12/12/1974
Viktoria,Szakály,Kárpát u. 46.,Vanyola,8552,Visa,4485486609049744,382,4/2018,8/8/1956
Varsàny,Vajda,Síp utca 73.,Erdôkertes,2113,Visa,4485589026851533,253,6/2015,1/1/1932
Csongor,Szölösi,Bécsi utca 43.,Tarjánpuszta,9092,MasterCard,5544250788138751,562,1/2018,9/13/1983
Linka,Saági,Erzsébet krt. 93.,Gárdony,2483,Visa,4916185211195460,908,2/2015,11/28/1937
Levente,Szalai,Teréz krt. 39.,Sukoró,8096,Visa,4539457386934727,489,5/2016,4/15/1995
Anita,Makkai,Budaörsi út 45.,Balsa,4468,MasterCard,5232601538606330,618,5/2015,11/2/1979
Benedek,Herceg,Baross tér 95.,Múcsony,3744,MasterCard,5338711081413894,576,3/2015,8/19/1954
Viktor,Szigeti,Nánási út 36.,Gadány,8716,Visa,4539160330221908,716,1/2016,1/25/1929
Lõrinc,Szalay,Bem rkp. 72.,Erdôbénye,3932,MasterCard,5571114802576832,022,9/2017,6/25/1956
Nándor,Fenyvessy,Csavargyár u. 36.,Szemenyecsörnye,8873,Visa,4485043842731610,281,5/2017,12/19/1954
Katakin,Kuntz,Nyár utca 31.,Zalatárnok,8947,MasterCard,5182845589586780,080,4/2016,8/8/1956
Titusz,Sinku,Piroska u. 37.,Kisjakabfalva,7773,MasterCard,5399588960742163,826,6/2017,3/8/1962
Benedek,Erdei,Szilágyi Erzsébet fasor 72.,Igal,7275,Visa,4485720733341415,460,10/2017,10/9/1955
György,Szalai,Kossuth Lajos u. 48.,Bükkösd,7682,Visa,4916615290834928,249,3/2018,10/2/1961
Csanád,Majoros,Wesselényi u. 45.,Mosonszentjános,9241,MasterCard,5155002495358192,040,9/2015,10/2/1929
Frici,Saághy,Kossuth Lajos u. 21.,Hidas,7696,MasterCard,5124649868458260,877,9/2015,10/19/1955
Rez,Szepessy,Kossuth Lajos u. 82.,Hird,7693,Visa,4539391393780684,610,10/2017,4/19/1943
Renáta,Szegedy,Kálmán Imre u. 83.,Zalaszentgrót,8790,MasterCard,5111301561868966,920,2/2017,11/19/1974
Ágnes,György,Erzsébet tér 29.,Dormánd,3374,MasterCard,5442781553291626,494,2/2019,11/8/1989
Nándor,Szôlôsy,Szent Gellért tér 2.,Dubicsány,3635,MasterCard,5203281465599926,627,6/2017,12/13/1993
Mozes,Földes,Piroska u. 53.,Ócsárd,7814,MasterCard,5174290654430400,992,11/2019,11/27/1930
Borsala,Szakács,Apor Péter u. 12.,Penyige,4941,MasterCard,5427270931061579,013,3/2016,2/25/1944
Adony,Simon,Kárpát u. 90.,Nyim,8612,Visa,4929841467676166,215,10/2017,5/31/1988
Anita,Angyal,Izabella u. 70.,Zalaszántó,8353,Visa,4916603810600151,121,3/2017,6/26/1958
Marton,Vigh,Dózsa György út 59.,Hernádnémeti,3564,Visa,4929061298990120,920,1/2017,10/27/1929
Lili,Barta,Belgrád rkp. 32.,Meggyeskovácsi,9757,MasterCard,5220897288986872,511,8/2017,2/1/1962
Agoti,Gáspár,Bem rakpart 94.,Gyüre,4812,MasterCard,5257186433598964,782,2/2016,2/9/1931
Mónika,Donko,Victor Hugo u. 50.,Bögöte,9675,Visa,4485839853083266,821,7/2017,1/11/1982
Attila,Gábor,Kálmán Imre u. 7.,Nagykanizsa,8831,Visa,4716737747283756,919,9/2018,10/9/1967
Kristof,Erôss,Izabella u. 46.,Márkó,8441,MasterCard,5275666266251938,992,8/2016,12/27/1970
Gyurka,Salai,Csabai kapu 92.,Budapest,1068,MasterCard,5161497266383290,597,10/2016,10/26/1968
Kund,Hoffmann,Nánási út 94.,Daránypuszta,8660,Visa,4916682605315597,416,9/2015,11/26/1970
Endre,Vigh,Bécsi utca 93.,Nagybarát,9081,Visa,4916111782768337,420,8/2015,6/11/1961
Upor,Demeter,Nagytétényi út 39.,Kiszombor,6775,Visa,4916443430507001,342,9/2016,11/16/1950
Kati,Kurutz,Bécsi utca 80.,Ravazd,9092,Visa,4916430057371811,604,7/2018,2/10/1952
Csepel,Paál,Bécsi utca 56.,Gyôr,9021,Visa,4532132546228701,802,7/2017,10/14/1935
Regx,Horváth,Piroska u. 12.,Kisdér,7814,Visa,4532801724651583,482,1/2019,8/7/1976
Ferko,Thury,Eötvös út 48.,Cserénfa,7472,Visa,4716640795530138,497,5/2018,3/8/1995
Renátó,Takáts,Dózsa György út 8.,Demjén,3395,Visa,4532789668455006,822,9/2015,10/1/1943
Nikoletta,Zsinka,Kárpát u. 93.,Veszprémgalsa,8475,MasterCard,5232700059006332,565,12/2018,8/25/1971
Bars,Kultsár,Kálmán Imre u. 39.,Felsôrajk,8767,MasterCard,5422521338504255,477,5/2019,4/23/1972
Flóra,Pethö,Nyár utca 73.,Gyôr,9011,Visa,4532278589533950,708,12/2018,11/16/1949
Henrietta,Lázár,Kárpát u. 5.,Pusztaszemes,8619,Visa,4556942052397364,764,2/2018,9/17/1979
Boldizsar,Németh,Szent Gellért tér 27.,Jákfalva,3721,Visa,4539401842334494,695,12/2017,6/2/1947
Ildiko,Madarász,Kálmán Imre u. 25.,Bajcsa,8834,Visa,4916253934816190,747,8/2019,1/19/1935
Erssike,Dudás,Nánási út 37.,Pamuk,8698,Visa,4716922080967278,552,4/2018,3/28/1968
Arpad,Szepesi,Szilágyi Erzsébet fasor 96.,Somogydöröcske,7284,Visa,4916826069462227,597,12/2019,3/23/1984
Katinka,Sebeôk,Nánási út 46.,Tengôd,8668,Visa,4485884298222475,539,11/2016,7/10/1977
Firenze,Pollák,Rákóczi út 22.,Vonyarcvashegy,8314,MasterCard,5520232176751229,304,4/2016,2/6/1989
Taksony,Sinka,Apor Péter u. 2.,Tiszacsécse,4947,Visa,4716973000815915,776,4/2019,3/3/1968
Zsuzsi,Forgách,Apor Péter u. 7.,Méhtelek,4975,MasterCard,5380335610436718,638,2/2017,8/25/1943
Martin,Elek,Nagytétényi út 6.,Bordány,6795,Visa,4929359489997122,357,5/2016,6/11/1958
Rozalia,Havass,Szent Gellért tér 24.,Zubogy,3723,Visa,4532944879108700,845,1/2018,6/17/1959
Gergo,Csordás,Izabella u. 65.,Zirc,8420,Visa,4485496584750828,278,1/2015,8/4/1936
Bence,Danko,Dayka Gábor u. 22.,Drágszél,6342,MasterCard,5294709108936154,068,3/2016,11/8/1990
Uros,Sárközy,Dózsa György út 6.,Miskolc,3521,Visa,4539728335771208,160,10/2016,5/4/1953
Sebo,Somogyi,Szilágyi Erzsébet fasor 20.,Szatina,7391,Visa,4485870898702297,232,9/2016,2/9/1991
Jolan,Pethô,Tas vezér u. 8.,Diósbéreny,7072,Visa,4539334427465211,550,4/2019,8/2/1952
Márkó,Csontos,Erzsébet krt. 5.,Táborfalva,2381,MasterCard,5311999074779154,893,8/2019,10/27/1938
Renáta,Forgách,Eötvös út 58.,Babócsa,7584,Visa,4556073404418300,248,7/2017,8/29/1965
Anna,Sári,Kálmán Imre u. 5.,Sánc,8809,MasterCard,5241563199678884,880,3/2018,1/28/1975
Hajna,Pálfy,Agip u. 90.,Velény,7952,Visa,4916609285443050,549,1/2018,6/18/1932
Renáta,Gyarmathi,Apor Péter u. 53.,Kisszekeres,4963,MasterCard,5178316648225154,009,9/2018,2/23/1970
Fulop,Kardos,Erzsébet krt. 40.,Pusztaszabolcs,2490,MasterCard,5563781156125380,468,1/2019,8/2/1969
Bajnok,Takácz,Wesselényi u. 14.,Csorna,9321,MasterCard,5263000639337246,458,3/2015,3/23/1957
Vivien,Szarka,Dayka Gábor u. 90.,Kaskantyú,6211,MasterCard,5463156193730305,906,6/2017,4/8/1940
Gabor,Berki,Síp utca 70.,Budajenô,2093,Visa,4716055072555403,250,8/2016,8/23/1937
Elizabet,Polyák,Victor Hugo u. 84.,Köcsk,9553,Visa,4556127496716151,453,9/2016,9/17/1961
Borbála,Lendvay,Dózsa György út 37.,Poroszló,3388,MasterCard,5111134997092533,860,5/2016,12/10/1965
Vanessza,Szôlôssi,Hegedûs Gyula utca 81.,Kétbodony,2655,Visa,4556402408199238,321,1/2018,9/27/1948
Marianna,Szöts,Síp utca 55.,Pilisvörösvár,2085,MasterCard,5384320754338298,100,1/2015,9/9/1957
Ozséb,Tolnai,Erzsébet krt. 16.,Besnyô,2456,Visa,4556561018412453,967,12/2019,4/29/1983
Laborc,Polgár,Király u. 67.,Kecskemét,6000,Visa,4485251279702786,101,3/2015,8/17/1991
Tétény,Oláh,Tas vezér u. 69.,Mucsfa,7185,Visa,4485848445172289,093,7/2017,9/5/1936
Keleman,Vajda,Síp utca 33.,Erdôtarcsa,2177,MasterCard,5247462691015816,140,10/2019,3/13/1948
Agoti,Hegedüs,Bem rkp. 15.,Csenyéte,3837,MasterCard,5273644954470690,306,5/2018,12/13/1976
Ormos,Makay,Nagytétényi út 33.,Szeged,6722,MasterCard,5589771903839839,049,11/2019,3/17/1975
Dominik,Kovács,Kárpát u. 95.,Malomsok,8533,Visa,4929555100262339,235,11/2015,9/1/1939
Eszter,György,Wesselényi u. 51.,Sobor,9315,Visa,4716594160081518,649,8/2015,12/27/1981
Jucika,Lantos,Dózsa György út 94.,Sarud,3386,MasterCard,5264767457352098,745,5/2016,7/11/1940
Robi,Széll,Síp utca 58.,Péteri,2209,MasterCard,5234947243799557,710,3/2019,8/2/1946
Tarcal,Petô,Király u. 83.,Fülöpháza,6042,Visa,4929260746733310,598,2/2019,2/24/1931
Rajmund,Farkas,Csabai kapu 91.,Budapest,1116,MasterCard,5418734722105383,203,3/2018,9/28/1943
Izsak,Galambos,Tas vezér u. 40.,Dunaszentgyörgy,7135,MasterCard,5457725025093450,134,8/2017,10/28/1988
Vilmos,Borbás,Teréz krt. 25.,Káloz,8124,MasterCard,5316999911244367,897,7/2016,1/23/1979
Darda,Vigh,Hegedûs Gyula utca 91.,Vanyarc,2688,Visa,4556900327401445,976,5/2017,5/11/1933
Solt,Saári,Budaörsi út 57.,Jármi,4337,Visa,4916056643588764,566,1/2017,7/25/1951
Alexa,Angyal,Erzsébet krt. 59.,Gyál,2360,Visa,4485423643144744,730,5/2018,11/8/1974
Mozes,Dudás,Síp utca 36.,Halásztelek,2314,MasterCard,5330554731473456,200,7/2019,12/16/1962
Virag,Lörinc,Csabai kapu 27.,Budapest,1136,Visa,4916458536157063,367,11/2017,9/24/1987
Bence,Takáts,Bem rakpart 63.,Tiszaszalka,4832,Visa,4532107543230827,716,6/2019,1/26/1940
Dalma,Sándor,Kálmán Imre u. 81.,Csáford,8795,Visa,4539019081104970,522,5/2019,3/13/1939
Malika,Nemes,Wesselényi u. 28.,Vica,9343,MasterCard,5450008596682697,578,5/2019,1/22/1934
Oguz,Bencze,Budaörsi út 10.,Tiborszállás,4353,MasterCard,5232939545329540,400,11/2015,3/30/1970
Cintia,Szakál,Kárpát u. 38.,Balatonendréd,8613,Visa,4485075028923348,093,6/2017,5/6/1936
Evike,Szôlôsy,Bem rkp. 88.,Baktakék,3836,MasterCard,5576582848872503,083,2/2018,6/3/1984
Péter,Ferenc,Baross tér 90.,Szuhakálló,3731,Visa,4929224999459213,227,4/2019,8/20/1937
Ármin,Széll,Piroska u. 45.,Szilvás,7833,Visa,4539353525634411,141,11/2015,4/5/1966
Karole,Elek,Apor Péter u. 92.,Vámosoroszi,4966,MasterCard,5206233938728506,881,10/2016,7/17/1956
Ica Ilka,Pál,Kossuth Lajos u. 74.,Zók,7671,Visa,4556014623886620,658,8/2018,11/16/1961
Florka,Komáromy,Csabai kapu 79.,Budapest,1012,Visa,4485564536076749,131,1/2016,9/29/1960
Mária,Göröncsér,Victor Hugo u. 74.,Vashosszúfalu,9674,MasterCard,5528994835260502,796,2/2018,7/24/1964
Endre,Ujváry,Agip u. 96.,Moszgó,7932,Visa,4539599500935443,751,11/2019,11/9/1979
András,Lôrincz,Victor Hugo u. 58.,Celldömölk,9500,MasterCard,5574344317549365,379,5/2019,3/1/1934
Vitéz,Benedek,Erzsébet tér 90.,Visonta,3272,MasterCard,5375808401733888,195,12/2016,5/13/1942
Rókus,Szöllösi,Belgrád rkp. 95.,Tanakajd,9762,Visa,4716195739018278,501,3/2017,6/24/1977
Kolos,Polach,Victor Hugo u. 31.,Kemeneskápolna,9553,Visa,4929110369503328,762,5/2016,3/15/1955
Moricz,Sallay,Dózsa György út 87.,Bükkszentlászló,3510,MasterCard,5274991781537087,715,3/2016,1/25/1950
Gréta,Szücs,Baross tér 98.,Alsóvadász,3811,MasterCard,5587026926007787,141,6/2016,4/1/1941
Brigitta,Kurucz,Király u. 1.,Kisdombegyház,5837,MasterCard,5201246040913241,928,9/2019,9/15/1966
Zágon,Benkó,Belgrád rkp. 11.,Csehi,9833,Visa,4539088991115350,110,4/2017,10/13/1959
Teca,Szántó,Erzsébet tér 37.,Mátrafüred,3232,MasterCard,5103436174481771,714,12/2019,11/29/1970
Mátyás,Lakatos,Belgrád rkp. 32.,Kisunyom,9772,MasterCard,5328287048920091,137,1/2019,12/18/1963
Evacska,Vas,Nánási út 95.,Gamás,8685,MasterCard,5165403310102815,429,11/2019,12/17/1943
Zobor,Páll,Hegedûs Gyula utca 83.,Szente,2655,MasterCard,5375628064039740,795,3/2016,12/8/1935
Karsa,Szölôs,Piroska u. 59.,Kásád,7827,Visa,4556365912790117,190,4/2018,7/10/1971
Ferenc,Meyer,Bécsi utca 91.,Bôsárkány,9167,Visa,4916240103243579,530,5/2018,12/17/1947
Szonja,Molnár,Bem rakpart 94.,Kisnamény,4737,MasterCard,5422978320981828,265,8/2019,2/18/1986
Adrienn,Gyenis,Tompa u. 41.,Bodaszôlô,4224,MasterCard,5390032413708678,222,5/2016,11/21/1992
Bianka,Szász,Apáczai Csere János u. 44.,Sóshartyán,3131,Visa,4716016514998080,928,4/2017,3/21/1974
Rezsx,Mülner,Kossuth Lajos u. 44.,Pécs,7630,MasterCard,5291524411683671,150,5/2016,7/1/1993
Dorina,Kis,Dayka Gábor u. 97.,Jászszentlászló,6132,Visa,4916162206412606,398,2/2016,5/5/1985
Csenge,Szöllössi,Dayka Gábor u. 12.,Nagytôke,6612,MasterCard,5488866888701764,792,2/2015,1/28/1970
Melinda,Nemes,Nagytétényi út 97.,Sárbogárd,7003,Visa,4532148359793003,825,6/2019,8/25/1965
Tihamér,Hoffmann,Veres Pálné u. 32.,Körösladány,5516,Visa,4556179760503666,177,6/2016,8/1/1933
Keleman,Nagy,Apor Péter u. 90.,Zsarolyán,4961,MasterCard,5545910249769945,054,8/2018,11/9/1930
Vilmos,Hermann,Bem rkp. 76.,Nagykinizs,3844,Visa,4539060214928539,728,1/2015,1/23/1966
Vázsony,Asztalos,Nánási út 93.,Andocs,8675,MasterCard,5491316958500626,757,5/2018,1/15/1985
Mihály,Czakó,Apáczai Csere János u. 24.,Somoskôújfalu,3121,Visa,4916700408062271,074,7/2016,1/11/1962
Katalin,Sebeôk,Victor Hugo u. 93.,Pósfa,9631,MasterCard,5277507215502054,943,1/2016,4/1/1951
Judit,György,Bem rkp. 26.,Hernádszurdok,3875,Visa,4532500788694139,105,1/2017,11/5/1965
Edina,Kis,Tas vezér u. 14.,Kajdacs,7051,Visa,4929507374282808,147,11/2017,7/22/1993
Fruzsina,Kántor,Bem rakpart 39.,Kisar,4921,Visa,4532354234127587,202,3/2016,5/29/1954
Gerzson,Saági,Erzsébet tér 81.,Egercsehi,3342,MasterCard,5504143064535535,078,2/2017,9/9/1991
Borka,Kovács,Kálmán Imre u. 65.,Nagyrada,8746,Visa,4716917685115687,398,12/2016,7/6/1975
Hanna,Gerencsér,Szent Gellért tér 70.,Hódoscsépány,3661,MasterCard,5555273317476365,770,3/2018,9/2/1947
Lili,Pálfy,Eötvös út 15.,Barcs,7570,Visa,4916488257594509,384,6/2016,6/30/1968
Soma,Sághy,Tompa u. 90.,Hajdúsámson,4251,MasterCard,5288784719846363,382,4/2018,11/20/1980
Pál,Szakál,Teréz krt. 37.,Inotai Erômû,8104,Visa,4929674334928886,337,2/2019,7/17/1979
Hajna,Rác,Szent Gellért tér 37.,Borsodnádasd,3672,Visa,4556800211782209,239,8/2015,7/22/1959
Jolan,Baranyi,Nyár utca 32.,Kerkafalva,8974,MasterCard,5566742159503574,301,11/2015,11/10/1982
Lorant,Páll,Tas vezér u. 30.,Bogyiszló,7132,Visa,4532057313349143,482,3/2018,8/18/1977
Gergely,Gáll,Nyár utca 13.,Gyôr,9011,Visa,4532088065719472,472,12/2015,9/26/1929
Jolan,Lévay,Agip u. 54.,Gyöngyösmellék,7972,MasterCard,5288369285624871,161,1/2015,9/19/1950
Szólát,Taar,Csavargyár u. 89.,Orbányosfa,8935,Visa,4485276805703347,690,11/2019,12/29/1928
Paliki,Meier,Erzsébet tér 48.,Feldebrô,3352,MasterCard,5410622454480769,615,6/2016,10/14/1939
Sára,Buday,Eötvös út 41.,Rinyakovácsi,7527,MasterCard,5273620770281867,586,4/2017,3/28/1934
Vencel,Erôss,Izabella u. 16.,Szápár,8423,Visa,4485852595304643,309,1/2017,8/29/1963
Zágon,Gábor,Síp utca 81.,Dunakeszi,2120,MasterCard,5511759939438703,260,7/2019,5/25/1962
Dalma,Lörinc,Kossuth Lajos u. 20.,Bár,7711,Visa,4929810073646822,387,12/2016,3/27/1994
Pál,Cakó,Csabai kapu 89.,Budapest,1039,MasterCard,5478037846049280,971,7/2018,5/26/1950
Zobor,Pálinkás,Árpád fejedelem útja 72.,Pilisszentlászló,2009,MasterCard,5146024685706610,346,12/2017,11/22/1982
Boriska,Szigethy,Király u. 82.,Dombegyház,5836,Visa,4532126626787156,761,2/2018,11/29/1989
Medárd,Sántha,Bem rakpart 91.,Csengerújfalu,4764,MasterCard,5329210151560156,267,5/2015,10/20/1949
Gara,Szôllôs,Baross tér 33.,Izsófalva,3742,MasterCard,5306901071547359,877,11/2019,5/3/1958
Kaplony,Rózsa,Hegyalja út 19.,Karcsa,3963,MasterCard,5441631788178984,227,2/2015,11/16/1961
Ond,Baranyay,Nyár utca 72.,Szentgyörgyvölgy,8975,Visa,4532345820782835,074,10/2016,12/8/1938
Tétény,Hofman,Munkácsy Mihály út 27.,Petôfibánya,3023,MasterCard,5509137589449920,949,12/2018,11/27/1948
Szalók,Petheö,Szent Gellért tér 85.,Uraj,3621,MasterCard,5540350309729452,275,2/2017,7/22/1982
Odön,Katona,Piroska u. 21.,Ivándárda,7782,MasterCard,5162286708135338,347,5/2017,2/20/1984
Boldizsar,Kôváry,Nánási út 82.,Tengôd,8668,MasterCard,5408978794538508,119,2/2018,11/14/1969
Zajzon,Elek,Szent Gellért tér 4.,Alsódobsza,3717,Visa,4556489186489337,871,10/2018,10/16/1964
Donát,Hajdu,Király u. 36.,Kunszentmiklós,6090,MasterCard,5124764585178388,153,10/2017,1/19/1966
Bianka,Lôrinc,Kálmán Imre u. 52.,Zalaszentgrót,8790,MasterCard,5444358971097428,867,5/2015,12/18/1937
Ugod,Fenyvessy,Nánási út 79.,Karád,8676,Visa,4532640736308331,479,6/2017,11/7/1942
Szescx,Vincze,Bem rkp. 66.,Tolcsva,3934,Visa,4716925072104495,095,1/2019,9/1/1981
Nyék,Jónás,Munkácsy Mihály út 72.,Réde,2886,MasterCard,5319096293676287,048,1/2015,8/29/1991
Kamilla,Sebôk,Erzsébet krt. 32.,Szigetszentmárton,2318,Visa,4929534362992636,528,10/2019,8/30/1955
Dorina,Pálfi,Victor Hugo u. 14.,Mesteri,9551,Visa,4556437012170266,691,10/2019,10/9/1971
Nikoletta,Vig,Nagytétényi út 51.,Szatymaz,6763,Visa,4556928572181701,855,3/2016,10/11/1961
Ozséb,Kalmár,Kárpát u. 73.,Pápa,8500,MasterCard,5595638370822824,698,3/2015,4/11/1948
Belle,Urbán,Veres Pálné u. 25.,Kótpuszta,5536,Visa,4716824188982201,553,1/2019,12/16/1973
Nándor,Gábor,Teréz krt. 9.,Nadap,8097,Visa,4929120976545521,290,4/2015,11/1/1977
Georgina,Kállay,Dózsa György út 52.,Miskolc,3518,Visa,4916527952117874,226,3/2017,1/18/1955
Ormos,Szöllössi,Apor Péter u. 58.,Tiszatenyô,5082,MasterCard,5135175861857735,536,7/2015,5/9/1940
Janka,Kuruc,Bem rkp. 13.,Szerencs,3900,Visa,4485370183188898,958,6/2018,12/4/1977
Attila,Szöllösi,Belgrád rkp. 12.,Rádockölked,9784,MasterCard,5598847735022932,054,10/2019,3/24/1932
Ibolya,Vég,Nyár utca 57.,Rédics,8978,Visa,4916268123983684,627,10/2019,11/8/1967
Nancsi,Kónya,Kis Diófa u. 76.,Hegyháthodász,9915,MasterCard,5297121356985502,561,11/2018,4/29/1955
Kriszta,Katona,Wesselényi u. 7.,Fertôszéplak,9436,MasterCard,5142068574691528,063,12/2017,5/12/1977
Aliz,Erôss,Nyár utca 68.,Gosztola,8960,Visa,4539965134781976,418,6/2018,8/9/1965
Vázsony,Bányay,Kárpát u. 21.,Pápa,8511,Visa,4556190676680969,857,6/2017,12/23/1980
Tabor,Erdei,Eötvös út 94.,Vízvár,7588,MasterCard,5286649495617092,761,3/2017,10/6/1944
Alexander,Thimár,Piroska u. 28.,Diósviszló,7817,MasterCard,5222826847373247,341,7/2019,1/1/1990
Evacska,Szepesy,Bécsi utca 30.,Pannonhalma,9090,MasterCard,5539444129356993,028,4/2017,11/20/1982
Beatrix,Gyôrfi,Csabai kapu 51.,Budapest,1043,MasterCard,5112303381574419,702,12/2017,9/10/1951
Diána,Kertész,Hegyalja út 8.,Sátoraljaújhely,3945,MasterCard,5133977354639849,282,11/2016,9/14/1978
Csilla,Polyák,Bécsi utca 57.,Lébénymiklós,9154,Visa,4556295638447942,302,8/2015,4/25/1956
Barnabás,Makkai,Kálmán Imre u. 24.,Csurgó,8840,Visa,4929238649793714,113,12/2017,10/9/1970
Tihamér,Schmitt,Hegedûs Gyula utca 83.,Drégelypalánk,2646,Visa,4532968462680080,493,7/2017,8/12/1945
Bertuska,Simka,Budaörsi út 91.,Kétérköz,4486,Visa,4929742320144295,681,3/2017,3/31/1944
Noémi,Szôcs,Tas vezér u. 92.,Sárpilis,7145,MasterCard,5468286758644032,098,5/2015,8/11/1978
Soma,Szöllössy,Szent Gellért tér 23.,Sajósenye,3712,MasterCard,5399602879665751,145,11/2016,3/12/1951
Szemere,Kun,Nagytétényi út 10.,Szeged,6753,Visa,4539724130285130,107,5/2015,5/21/1978
Benci,Sultész,Dayka Gábor u. 52.,Magyartés,6611,MasterCard,5445932410085043,827,1/2016,7/26/1934
Csenger,Ferenc,Kossuth Lajos u. 95.,Bogád,7741,MasterCard,5466639002381227,220,7/2018,3/19/1975
Ica Ilka,Szekeres,Rákóczi út 10.,Balatonalmádi,8223,MasterCard,5357755582238702,887,5/2017,12/1/1981
Kamilla,Szöllössy,Szent Gellért tér 13.,Trizs,3724,MasterCard,5459805577069146,641,5/2015,3/27/1980
Kerecsen,Hegedûs,Munkácsy Mihály út 90.,Nagykáta,2760,MasterCard,5320801110609784,538,3/2017,11/23/1986
Evike,Balog,Hegyalja út 57.,Semjén,3974,MasterCard,5482858284450480,803,11/2017,5/18/1936
Kund,Bernát,Victor Hugo u. 98.,Herény,9707,MasterCard,5496713013951692,608,11/2017,9/16/1954
Elek,Kiss,Apor Péter u. 15.,Garbolc,4976,MasterCard,5325152484492612,223,5/2019,5/16/1946
Kund,Pusztay,Teréz krt. 71.,Molvány,7981,Visa,4532256169400113,133,3/2015,11/13/1971
Fereng,Donko,Bem rkp. 90.,Hernádszurdok,3875,Visa,4929744478816666,140,7/2018,1/18/1945
Agotha,Kovách,Baross tér 92.,Izsófalva,3741,MasterCard,5292262185078146,072,5/2015,12/22/1980
Megyer,Szûts,Agip u. 11.,Terecsenypuszta,7938,MasterCard,5506121193624527,902,6/2017,1/15/1963
Enikõ,Szánthó,Kárpát u. 24.,Bakonytamási,8555,MasterCard,5296065247700318,032,2/2016,4/14/1985
Jozsi,Pálinkás,Csavargyár u. 89.,Gôsfa,8913,Visa,4716804190107708,587,5/2018,6/6/1939
Marianna,Kuruc,Kossuth Lajos u. 13.,Magyarsarlós,7741,Visa,4539984134813986,221,11/2016,9/1/1932
Benjámin,Lackó,Piroska u. 60.,Szederkény,7751,Visa,4532789975431989,073,10/2018,4/3/1989
